temps,T3,T2,T1
250,28.79382434,29.7499867,31.98451247
250.5,28.7979399,29.75400473,31.98735601
251,28.80203749,29.75800514,31.9901826
251.5,28.80611717,29.76198801,31.99299237
252,28.81017904,29.76595343,31.9957854
252.5,28.81422316,29.76990145,31.99856181
253,28.81824961,29.77383217,32.00132167
253.5,28.82225847,29.77774566,32.0040651
254,28.82624982,29.78164199,32.0067922
254.5,28.83022374,29.78552123,32.00950305
255,28.83418029,29.78938348,32.01219776
255.5,28.83811956,29.79322878,32.01487642
256,28.84204161,29.79705724,32.01753913
256.5,28.84594654,29.8008689,32.02018598
257,28.8498344,29.80466386,32.02281707
257.5,28.85370528,29.80844218,32.0254325
258,28.85755924,29.81220393,32.02803234
258.5,28.86139637,29.8159492,32.03061671
259,28.86521673,29.81967804,32.03318568
259.5,28.8690204,29.82339054,32.03573935
260,28.87280746,29.82708676,32.03827782
260.5,28.87657796,29.83076677,32.04080117
261,28.880332,29.83443066,32.04330949
261.5,28.88406963,29.83807848,32.04580288
262,28.88779093,29.84171031,32.04828142
262.5,28.89149597,29.84532621,32.05074519
263,28.89518483,29.84892627,32.0531943
263.5,28.89885756,29.85251054,32.05562882
264,28.90251425,29.8560791,32.05804884
264.5,28.90615496,29.85963201,32.06045445
265,28.90977977,29.86316935,32.06284573
265.5,28.91338873,29.86669118,32.06522277
266,28.91698193,29.87019756,32.06758566
266.5,28.92055942,29.87368858,32.06993448
267,28.92412129,29.87716429,32.07226931
267.5,28.92766759,29.88062477,32.07459023
268,28.93119839,29.88407007,32.07689733
268.5,28.93471377,29.88750027,32.0791907
269,28.93821378,29.89091543,32.0814704
269.5,28.94169851,29.89431562,32.08373653
270,28.945168,29.89770091,32.08598916
270.5,28.94862234,29.90107135,32.08822838
271,28.95206158,29.90442701,32.09045427
271.5,28.95548579,29.90776797,32.0926669
272,28.95889504,29.91109427,32.09486635
272.5,28.96228939,29.914406,32.0970527
273,28.96566891,29.91770321,32.09922604
273.5,28.96903366,29.92098596,32.10138643
274,28.9723837,29.92425432,32.10353395
274.5,28.97571911,29.92750835,32.10566869
275,28.97903995,29.93074811,32.10779071
275.5,28.98234627,29.93397367,32.1099001
276,28.98563814,29.93718509,32.11199693
276.5,28.98891563,29.94038243,32.11408126
277,28.99217879,29.94356576,32.11615319
277.5,28.9954277,29.94673513,32.11821278
278,28.99866241,29.9498906,32.1202601
278.5,29.00188298,29.95303224,32.12229523
279,29.00508948,29.95616011,32.12431824
279.5,29.00828196,29.95927426,32.1263292
280,29.0114605,29.96237476,32.12832819
280.5,29.01462514,29.96546167,32.13031527
281,29.01777596,29.96853505,32.13229052
281.5,29.020913,29.97159495,32.134254
282,29.02403634,29.97464144,32.13620579
282.5,29.02714602,29.97767457,32.13814596
283,29.03024212,29.98069441,32.14007458
283.5,29.03332469,29.983701,32.14199171
284,29.03639378,29.98669442,32.14389742
284.5,29.03944946,29.98967471,32.14579179
285,29.04249179,29.99264193,32.14767487
285.5,29.04552083,29.99559615,32.14954674
286,29.04853662,29.99853741,32.15140746
286.5,29.05153924,30.00146579,32.1532571
287,29.05452873,30.00438132,32.15509573
287.5,29.05750516,30.00728407,32.1569234
288,29.06046858,30.01017409,32.15874019
288.5,29.06341905,30.01305145,32.16054617
289,29.06635662,30.01591619,32.16234138
289.5,29.06928136,30.01876837,32.16412591
290,29.07219332,30.02160805,32.16589981
290.5,29.07509254,30.02443528,32.16766315
291,29.0779791,30.02725011,32.16941598
291.5,29.08085305,30.03005261,32.17115838
292,29.08371443,30.03284281,32.1728904
292.5,29.08656331,30.03562079,32.1746121
293,29.08939973,30.03838658,32.17632355
293.5,29.09222376,30.04114025,32.17802481
294,29.09503545,30.04388185,32.17971594
294.5,29.09783485,30.04661143,32.181397
295,29.10062202,30.04932905,32.18306805
295.5,29.103397,30.05203474,32.18472914
296,29.10615986,30.05472858,32.18638034
296.5,29.10891064,30.05741061,32.18802171
297,29.1116494,30.06008088,32.18965331
297.5,29.11437618,30.06273944,32.19127519
298,29.11709106,30.06538635,32.19288741
298.5,29.11979406,30.06802165,32.19449003
299,29.12248526,30.0706454,32.1960831
299.5,29.12516469,30.07325765,32.19766669
300,29.12783241,30.07585844,32.19924085
300.5,29.13048847,30.07844783,32.20080563
301,29.13313292,30.08102587,32.2023611
301.5,29.13576582,30.08359261,32.2039073
302,29.1383872,30.0861481,32.20544429
302.5,29.14099713,30.08869238,32.20697213
303,29.14359566,30.09122551,32.20849087
303.5,29.14618282,30.09374753,32.21000057
304,29.14875868,30.0962585,32.21150128
304.5,29.15132328,30.09875846,32.21299305
305,29.15387668,30.10124746,32.21447593
305.5,29.15641891,30.10372554,32.21594999
306,29.15895003,30.10619276,32.21741526
306.5,29.16147009,30.10864917,32.21887182
307,29.16397913,30.11109481,32.22031969
307.5,29.16647721,30.11352972,32.22175895
308,29.16896437,30.11595396,32.22318963
308.5,29.17144066,30.11836758,32.22461179
309,29.17390613,30.12077061,32.22602549
309.5,29.17636082,30.1231631,32.22743076
310,29.17880478,30.12554511,32.22882767
310.5,29.18123806,30.12791668,32.23021626
311,29.18366071,30.13027784,32.23159658
311.5,29.18607277,30.13262866,32.23296867
312,29.18847428,30.13496917,32.2343326
312.5,29.1908653,30.13729942,32.23568841
313,29.19324587,30.13961945,32.23703614
313.5,29.19561603,30.14192932,32.23837584
314,29.19797583,30.14422905,32.23970757
314.5,29.20032532,30.14651871,32.24103136
315,29.20266454,30.14879832,32.24234727
315.5,29.20499354,30.15106794,32.24365535
316,29.20731236,30.15332762,32.24495564
316.5,29.20962104,30.15557738,32.24624818
317,29.21191963,30.15781728,32.24753302
317.5,29.21420818,30.16004737,32.24881022
318,29.21648672,30.16226767,32.25007981
318.5,29.2187553,30.16447824,32.25134183
319,29.22101397,30.16667912,32.25259634
319.5,29.22326277,30.16887036,32.25384338
320,29.22550173,30.17105198,32.255083
320.5,29.22773091,30.17322404,32.25631523
321,29.22995035,30.17538658,32.25754012
321.5,29.23216009,30.17753964,32.25875772
322,29.23436017,30.17968326,32.25996807
322.5,29.23655063,30.18181748,32.26117121
323,29.23873152,30.18394234,32.26236719
323.5,29.24090287,30.18605789,32.26355604
324,29.24306474,30.18816417,32.26473781
324.5,29.24521716,30.19026121,32.26591255
325,29.24736017,30.19234906,32.26708029
325.5,29.24949381,30.19442775,32.26824107
326,29.25161812,30.19649733,32.26939495
326.5,29.25373316,30.19855784,32.27054195
