Temps (s),T1 (°C),T2 (°C),T3 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C)
722,21.72,21.81,21.81
723,21.72,21.90,21.81
724,21.72,21.90,21.81
725,21.72,21.90,21.81
726,21.72,21.90,21.81
727,21.72,21.90,21.81
728,21.72,21.90,21.81
729,21.72,21.90,21.81
730,21.72,21.90,21.90
731,21.72,21.90,21.81
732,21.72,21.90,21.90
733,21.72,21.90,21.81
734,21.72,21.90,21.81
735,21.72,21.90,21.90
736,21.72,21.90,21.90
737,21.72,21.90,21.90
738,21.81,21.99,21.90
739,21.72,21.99,21.90
740,21.72,21.99,21.90
741,21.81,21.99,21.90
742,21.72,21.99,21.90
743,21.72,21.99,21.90
744,21.81,21.99,21.90
745,21.81,21.99,21.90
746,21.81,21.99,21.90
747,21.81,21.99,21.90
748,21.81,21.99,21.99
749,21.81,21.99,21.90
750,21.81,21.99,21.90
751,21.81,21.99,21.99
752,21.81,21.99,21.99
753,21.81,21.99,21.90
754,21.81,21.99,21.99
755,21.81,22.08,21.99
756,21.81,21.99,21.99
757,21.81,22.08,21.99
758,21.81,22.08,21.99
759,21.81,22.08,21.99
760,21.81,22.08,21.99
761,21.81,22.08,21.99
762,21.81,22.08,21.99
763,21.90,22.08,21.99
764,21.90,22.08,21.99
765,21.90,22.08,21.99
766,21.90,22.08,21.99
767,21.90,22.08,21.99
